failure,smart_1_normalized,smart_1_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_12_normalized,smart_12_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw
0,116,106068704,92,0,100,9,100,0,82,197684248,96,4071,100,0,100,9,100,0,100,0,100,0,100,0,100,0,74,26,100,0,100,0,92,16552,26,26,100,0,100,0,200,0,100,4009,100,11121145712,100,42978540489
0,118,190032048,94,0,100,6,100,0,86,454094348,91,8568,100,0,100,6,100,0,100,0,100,0,100,0,100,0,77,23,100,0,100,0,98,5434,23,23,100,0,100,0,200,0,100,8546,100,17013830458,100,1.52435E+11
0,117,139625632,98,0,100,2,100,0,81,157733720,97,3369,100,0,100,2,100,0,100,0,100,0,100,0,98,2,73,27,100,0,100,0,94,12372,27,27,100,0,100,0,200,0,100,3281,100,19793215304,100,2624113265
0,118,185921672,92,0,100,26,100,0,89,889607980,81,16700,100,0,100,25,99,1,100,0,100,0,100,1,95,5,66,34,100,0,100,3,81,39427,34,34,100,0,100,0,200,0,100,16453,100,20495755160,100,1.02669E+11
1,119,233250848,91,0,100,13,100,0,85,385262579,80,17828,100,0,100,13,100,0,94,6,100,0,100,0,71,29,83,17,100,0,100,4,98,4691,17,17,100,0,100,0,200,0,100,8.19265E+13,100,22857091796,100,2.11699E+11
1,112,44427104,91,0,100,13,100,0,85,395918503,80,17828,100,0,100,13,99,1,100,0,100,0,100,0,88,12,80,20,100,0,100,3,98,4851,20,20,100,0,100,0,200,0,100,7.25678E+13,100,22897225794,100,2.10941E+11
0,114,61164832,94,0,100,6,100,0,66,3925527,99,953,100,0,100,5,100,0,100,0,100,0,100,0,100,0,71,29,100,0,100,0,86,29278,29,29,100,0,100,0,200,0,100,569,100,1030739576,100,268579231
0,117,141134944,96,0,100,4,100,0,80,106974879,98,2292,100,0,100,4,100,0,100,0,100,0,100,0,100,0,64,36,100,0,100,0,99,2385,36,36,100,0,100,0,200,0,100,2217,100,15692596120,100,1255560193
0,114,64329464,95,0,100,5,100,0,80,106364708,98,2317,100,0,100,5,100,0,100,0,100,0,100,0,100,0,65,35,100,0,100,0,99,2030,35,35,100,0,100,0,200,0,100,2246,100,15244696248,100,1221933632
0,113,58622696,92,0,100,13,100,0,85,395816250,80,18218,100,0,100,13,100,0,100,0,100,0,100,0,82,18,68,32,100,0,100,8,97,7028,32,32,100,0,100,0,200,0,100,1.58965E+14,100,23534756992,100,2.31243E+11
0,114,63628096,93,0,100,7,100,0,84,257929559,82,16091,100,0,100,7,100,0,100,0,100,0,100,0,98,2,73,27,100,0,100,1,95,10825,27,27,100,0,100,0,200,0,100,3.50856E+13,100,21385696310,100,1.94667E+11
0,112,44736280,96,0,100,4,100,0,78,63936225,99,1305,100,0,100,4,100,0,100,0,100,0,100,0,100,0,73,27,100,0,100,0,100,1474,27,27,100,0,100,0,200,0,100,1274,100,9877441312,100,947617908
1,111,31372280,97,0,100,3,100,0,85,396998404,91,8000,100,0,100,3,100,0,100,0,100,0,100,0,100,0,68,32,100,0,100,0,100,86,32,32,100,8,100,8,200,0,100,7999,100,15805709354,100,80239114899
0,114,61168936,94,0,100,6,100,0,66,3935988,99,977,100,0,100,5,100,0,100,0,100,0,100,0,100,0,72,28,100,0,100,0,85,30083,28,28,100,0,100,0,200,0,100,587,100,1030816144,100,268702223
0,113,55063456,91,0,100,11,100,0,88,690251066,82,16030,100,0,100,11,100,0,100,0,100,0,100,0,94,6,76,24,100,0,100,3,58,84555,24,24,100,0,100,0,200,0,100,15632,100,28626655224,100,2.10711E+11
0,113,52000704,92,0,100,11,100,0,88,759168550,75,22476,100,0,100,11,100,0,100,0,100,0,100,0,98,2,78,22,100,0,100,4,94,13863,22,22,100,0,100,0,200,0,100,1.59365E+14,100,26456780656,100,1.47152E+11
1,115,181799408,91,0,100,12,100,0,86,454004914,90,8761,100,0,100,12,100,0,100,0,73,27,100,0,100,0,75,25,100,0,100,2,95,11934,25,25,100,0,100,0,200,0,100,8687,100,20323905084,100,1.83585E+11
1,116,111126936,92,0,100,13,100,0,85,349449093,92,7498,100,0,100,13,100,0,100,0,100,0,100,2,100,0,68,32,100,0,100,0,95,10739,32,32,100,32,100,32,200,0,100,7432,100,14885110570,100,1.06383E+11
1,115,87979824,91,0,100,8,100,0,86,449888691,91,8484,100,0,100,8,100,0,100,0,100,0,100,0,100,0,77,23,100,0,100,0,99,2356,23,23,100,88,100,88,200,0,100,8463,100,16318648781,100,1.52087E+11
1,114,59841472,91,0,100,14,100,0,87,519484687,77,20662,100,0,100,14,100,0,100,0,100,0,100,0,98,2,69,31,100,0,100,1,1,200197,31,31,98,360,98,360,200,0,100,18761,100,21648979912,100,1.40933E+11
1,119,215403584,91,0,100,11,100,0,87,501407420,78,19542,100,0,100,11,100,0,100,0,100,0,100,0,97,3,76,24,100,0,100,5,96,9372,24,24,100,0,100,0,200,0,100,2.73761E+14,100,25697450436,100,1.25484E+11
0,116,110429856,100,0,100,3,100,0,83,204477679,96,4378,100,0,100,0,100,0,100,0,100,0,100,0,100,0,73,27,100,0,100,0,99,2622,27,27,100,0,100,0,200,0,100,4366,100,22025875408,100,2512972820
0,116,110606464,91,0,100,8,100,0,87,489856088,79,19230,100,0,100,8,99,1,100,0,100,0,100,0,98,2,82,18,100,0,100,1,96,9058,18,18,100,0,100,0,200,0,100,5.02812E+13,100,24723001440,100,2.32255E+11
0,120,237232544,93,0,100,7,100,0,86,446294852,79,19235,100,0,100,7,99,1,100,0,100,0,100,0,99,1,78,22,100,0,100,1,92,17710,22,22,100,0,100,0,200,0,100,2.86002E+13,100,24564348508,100,2.28591E+11
0,112,50249816,95,0,100,5,100,0,81,154562788,97,3397,100,0,100,5,100,0,100,0,100,0,100,0,100,0,78,22,100,0,100,1,100,1215,22,22,100,0,100,0,200,0,100,1.00086E+14,100,8867903452,100,11686891875
0,117,139867880,92,0,100,20,100,0,85,390770446,78,19402,100,0,100,20,100,0,100,0,100,0,100,0,99,1,73,27,100,0,100,13,77,46809,27,27,100,0,100,0,200,0,100,1.5598E+14,100,26204868480,100,2.34034E+11
0,116,104649224,97,0,100,3,100,0,81,119937957,97,3200,100,0,100,3,100,0,100,0,100,0,100,0,100,0,69,31,100,0,100,0,97,7038,31,31,100,0,100,0,200,0,100,2957,100,16307902784,100,1387138796
0,118,172193920,99,0,100,1,100,0,84,251084814,93,6489,100,0,100,1,100,0,100,0,100,0,100,0,100,0,76,24,100,0,100,0,90,20947,24,24,100,0,100,0,200,0,100,6361,100,25218217000,100,6673886972
0,110,25698992,99,0,100,1,100,0,81,120760849,98,2341,100,0,100,1,100,0,100,0,100,0,100,0,100,0,65,35,100,0,100,0,99,2351,35,35,100,0,100,0,200,0,100,2265,100,15728165528,100,6589218646
0,119,230108320,97,0,100,3,100,0,87,598930153,88,10714,100,0,100,3,100,0,100,0,100,0,100,0,98,2,75,25,100,0,100,0,98,5731,25,25,100,0,100,0,200,0,100,10679,100,17598771042,100,1.36002E+11
0,114,58901728,96,0,100,4,100,0,78,65969158,99,1354,100,0,100,4,100,0,100,0,100,0,100,0,100,0,68,32,100,0,100,0,100,1526,32,32,100,0,100,0,200,0,100,1315,100,9895173648,100,606683582
0,114,64084464,94,0,100,6,100,0,86,462693970,91,8550,100,0,100,6,100,0,100,0,100,0,100,0,100,0,77,23,100,0,100,0,100,490,23,23,100,0,100,0,200,0,100,8548,100,16783531393,100,1.55552E+11
0,119,233056960,98,0,100,2,100,0,81,124160554,97,3011,100,0,100,2,100,0,100,0,100,0,100,0,100,0,63,37,100,0,100,0,97,6640,37,37,100,0,100,0,200,0,100,2828,100,16966307840,100,1490084162
0,117,138903216,98,0,100,2,100,0,78,83326247,98,1830,100,0,100,2,100,0,100,0,100,0,100,0,100,0,76,24,100,0,100,0,98,5049,24,24,100,0,100,0,200,0,100,1779,100,12409345528,100,834365602
0,114,71003816,92,0,100,14,100,0,86,458595400,75,22474,100,0,100,13,100,0,100,0,100,0,100,0,94,6,80,20,100,0,100,7,83,34547,20,20,100,0,100,0,200,0,100,2.63526E+14,100,42187778216,100,90494443207
0,119,224901640,98,0,100,2,100,0,88,783235242,88,10569,100,0,100,2,99,1,100,0,100,0,100,0,84,16,79,21,100,0,100,1,100,445,21,21,100,0,100,0,200,0,100,10555,100,18376601024,100,2.00199E+11
1,115,85762392,91,0,100,23,100,0,89,882027017,77,20607,100,0,100,22,99,1,100,0,100,0,100,0,97,3,77,23,100,0,100,5,54,92832,23,23,100,32,100,32,200,2,100,20174,100,37836538792,100,2.41047E+11
1,118,188793200,93,0,100,7,100,0,79,93245279,82,16306,100,0,100,7,100,0,100,0,100,0,100,0,75,25,75,25,100,0,100,1,27,147340,25,25,100,8,100,8,200,0,100,15707,100,22171765566,100,98515156647
0,117,133993432,94,0,100,6,100,0,81,119209102,97,2797,100,0,100,6,100,0,100,0,100,0,100,0,100,0,64,36,100,0,100,0,98,5579,36,36,100,0,100,0,200,0,100,2702,100,16398119576,100,1407802662
0,108,16522744,91,0,100,24,100,0,86,406649610,80,18284,100,0,100,24,99,1,100,0,100,0,100,0,100,0,75,25,100,0,100,16,96,8038,25,25,100,0,100,0,200,0,100,18246,100,23970547782,100,2.33793E+11
0,119,207873584,91,0,100,11,100,0,89,931368747,82,16521,100,0,100,11,100,0,100,0,100,0,100,0,89,11,77,23,100,0,100,2,92,17946,23,23,100,0,100,0,200,0,100,16453,100,27164875937,100,3.65972E+11
0,119,216742040,97,0,100,3,100,0,68,6885068,99,911,100,0,100,3,100,0,100,0,100,0,100,0,100,0,69,31,100,0,100,0,86,29561,31,31,100,0,100,0,200,0,100,666,100,1430550400,100,277849807
0,114,72820216,93,0,100,7,100,0,84,275593835,82,16188,100,0,100,7,100,0,100,0,100,0,100,1,100,0,73,27,100,0,100,1,96,8489,27,27,100,0,100,0,200,0,100,2.77498E+14,100,21587085774,100,2.02573E+11
0,119,225501936,96,0,100,4,100,0,78,68262984,99,1402,100,0,100,4,100,0,100,0,100,0,100,0,100,0,72,28,100,0,100,0,100,1474,28,28,100,0,100,0,200,0,100,1371,100,10404304000,100,975136914
1,117,118013192,91,0,100,10,100,8,84,306282161,81,17068,100,0,100,10,99,1,100,0,99,1,100,1,80,20,75,25,100,0,100,1,91,18087,25,25,100,16,100,16,200,0,100,16995,100,23518981120,100,1.99427E+11
1,117,132919000,91,0,100,8,100,0,79,95196560,82,16353,100,0,100,8,100,0,100,0,88,12,100,0,87,13,76,24,100,0,100,1,27,147775,24,24,100,0,100,0,200,0,100,15753,100,22178774718,100,1.0636E+11
1,118,187839984,91,0,100,24,100,0,87,569627595,82,16544,100,0,100,24,100,0,100,0,99,1,100,16,50,50,73,27,100,0,100,12,53,94121,27,27,100,8,100,8,200,51,100,16193,100,26007862445,100,1.25313E+11
1,112,151216928,93,0,100,7,100,160,87,548120073,88,11018,100,0,100,7,100,0,99,1,100,0,100,0,94,6,81,19,100,0,100,1,88,25335,19,19,100,40,100,40,200,58,100,10911,100,17759809356,100,1.64085E+11
1,117,131211960,92,0,100,64,100,0,85,349408975,79,18429,100,0,100,64,100,0,100,0,100,0,100,0,98,2,76,24,100,0,100,46,98,5303,24,24,100,0,100,0,200,0,100,18241,100,22459931548,100,2.16694E+11
0,119,218218632,100,0,100,3,100,0,83,207806886,95,4473,100,0,100,0,100,0,100,0,100,0,100,0,100,0,76,24,100,0,100,0,99,2622,24,24,100,0,100,0,200,0,100,4462,100,22272859296,100,2551299215
0,110,26611624,95,0,100,5,100,0,81,120823926,83,15493,100,0,100,5,100,0,100,0,100,0,100,0,100,0,79,21,100,0,100,0,94,13880,21,21,100,0,100,0,200,0,100,15397,100,23311019230,100,1.03698E+11
0,111,41607928,98,0,100,2,100,0,77,52830488,99,1406,100,0,100,2,100,0,100,0,100,0,100,0,100,0,68,32,100,0,100,0,97,6807,32,32,100,0,100,0,200,0,100,1256,100,8299446568,100,557547143
0,114,79736672,95,0,100,5,100,0,84,260291889,82,16348,100,0,100,5,99,1,100,0,100,0,100,0,100,0,74,26,100,0,100,3,97,6738,26,26,100,0,100,0,200,0,100,16321,100,22892450404,100,1.22116E+11
0,115,85235016,96,0,100,4,100,0,69,8965252,99,1078,100,0,100,4,100,0,100,0,100,0,100,0,100,0,69,31,100,0,100,0,85,30085,31,31,100,0,100,0,200,0,100,789,100,1846002672,100,286314492
0,117,166759864,92,0,100,11,100,0,87,609844147,84,14865,100,0,100,11,100,0,100,0,100,0,100,2,93,7,72,28,100,0,100,4,86,28315,28,28,100,0,100,0,200,2,100,14591,100,19570945434,100,97494725200
0,117,119274440,92,0,100,16,100,0,89,868264833,78,19731,100,0,100,16,99,1,100,0,100,0,100,0,98,2,74,26,100,0,100,1,1,259149,26,26,100,0,100,0,200,0,100,18664,100,19906776891,100,91619172856
0,113,57912760,99,0,100,1,100,0,80,112496416,98,2485,100,0,100,1,100,0,100,0,100,0,100,0,100,0,71,29,100,0,100,0,100,1957,29,29,100,0,100,0,200,0,100,2412,100,15581065416,100,1391017306
0,117,150780120,96,0,100,4,100,0,84,288184110,93,6586,100,0,100,4,100,0,100,0,100,0,100,0,100,0,79,21,100,0,100,0,90,20037,21,21,100,0,100,0,200,0,100,6460,100,25898111160,100,13677882453
0,117,122547152,94,0,100,6,100,0,69,9140601,99,1079,100,0,100,6,100,0,100,0,100,0,100,0,100,0,68,32,100,0,100,0,85,31365,32,32,100,0,100,0,200,0,100,795,100,1843526888,100,287910371
0,120,2310904,91,0,100,12,100,0,90,973718254,82,16325,100,0,100,12,99,1,100,0,100,0,100,0,74,26,72,28,100,0,100,1,43,115836,28,28,100,0,100,0,200,0,100,2.58905E+14,100,16681940958,100,94271522963
0,117,148124008,91,0,100,10,100,0,84,309459563,81,17384,100,0,100,10,99,1,100,0,100,0,100,0,90,10,73,27,100,0,100,2,99,2277,27,27,100,0,100,0,200,0,100,17371,100,22068984950,100,1.88369E+11
0,115,99338656,92,0,100,11,100,0,88,5046096534,83,15193,100,0,100,11,100,0,100,0,100,0,100,0,100,0,68,32,100,0,100,0,90,21795,32,32,100,0,100,0,200,0,100,2.80663E+14,100,15094007288,100,70873731783
0,118,180583968,91,0,100,12,100,0,87,572544440,75,22543,100,0,100,12,100,0,100,0,100,0,100,0,99,1,82,18,100,0,100,4,81,38930,18,18,100,0,100,0,200,0,100,2.33251E+14,100,25474599076,100,2.75817E+11
0,117,139715912,94,0,100,6,100,0,83,201417713,97,3057,100,0,100,6,100,0,100,0,100,0,100,0,100,0,73,27,100,0,100,2,100,123,27,27,100,0,100,0,200,0,100,3049,100,11619300001,100,63807269885
1,118,168949280,94,0,100,6,100,0,79,93033909,97,3057,100,0,100,6,100,0,100,0,86,14,100,0,100,0,79,21,100,0,100,0,76,48139,21,21,100,0,100,0,200,0,100,1932,100,8272926299,100,24103489391
0,117,128972736,98,0,100,2,100,0,79,87292278,98,1952,100,0,100,2,100,0,100,0,100,0,100,0,100,0,69,31,100,0,100,0,100,1023,31,31,100,0,100,0,200,0,100,1910,100,12653793392,100,824332039
0,118,191850112,91,0,100,11,100,0,88,695613155,82,16174,100,0,100,11,100,0,100,0,100,0,100,0,94,6,76,24,100,0,100,3,58,84557,24,24,100,0,100,0,200,0,100,15776,100,28646608434,100,2.11174E+11
0,108,16967768,91,0,100,16,100,0,89,895954406,82,16582,100,0,100,16,100,0,100,0,100,0,100,0,93,7,75,25,100,0,100,6,82,37241,25,25,100,0,100,0,200,0,100,16441,100,26695152166,100,3.78496E+11
1,112,49478040,99,0,100,12,100,0,84,334424377,94,6010,100,0,100,1,100,0,100,0,100,0,100,0,100,0,82,18,100,0,100,0,100,785,18,18,100,0,100,0,200,0,100,6007,100,14892296256,100,22955962938
1,117,163651344,99,0,100,12,100,0,84,301207970,94,6010,100,0,100,1,98,2,100,0,82,18,100,0,100,0,81,19,100,0,100,0,100,624,19,19,100,40,100,40,200,0,100,6008,100,14696003296,100,14588336421
1,114,60908160,98,0,100,2,100,0,78,75516015,98,2605,100,0,100,2,100,0,100,0,100,0,100,0,100,0,74,26,100,0,100,0,98,4739,26,26,100,8,100,8,200,0,100,2587,100,8302744852,100,10750564028
0,118,177578704,98,0,100,2,100,0,79,88148028,98,1976,100,0,100,2,100,0,100,0,100,0,100,0,100,0,70,30,100,0,100,0,100,1023,30,30,100,0,100,0,200,0,100,1934,100,12724849808,100,838206604
0,119,233494320,92,0,100,8,100,0,89,808325263,82,16370,100,0,100,8,100,0,100,0,100,0,100,0,97,3,77,23,100,0,100,5,94,13561,23,23,100,0,100,0,200,0,100,1.63299E+14,100,15561874142,100,35168382061
0,117,136395032,96,0,100,4,100,0,87,532160411,90,8960,100,0,100,4,100,0,100,0,100,0,100,0,100,0,67,33,100,0,100,0,97,7891,33,33,100,0,100,0,200,0,100,8927,100,16663444663,100,1.89223E+11
0,119,231132464,95,0,100,5,100,0,81,157379952,96,3588,100,0,100,5,100,0,100,0,100,0,100,0,100,0,68,32,100,0,100,0,94,12606,32,32,100,0,100,0,200,0,100,3497,100,19913326968,100,2359086135
0,116,111182128,96,0,100,4,100,0,81,162865050,95,4447,100,0,100,4,100,0,100,0,100,0,100,0,100,0,64,36,100,0,100,0,81,39104,36,36,100,0,100,0,200,0,100,4124,100,19859846888,100,1940608354
0,119,230952384,91,0,100,8,100,0,82,185855892,83,15542,100,0,100,8,100,0,100,0,100,0,100,0,100,0,80,20,100,0,100,0,98,4597,20,20,100,0,100,0,200,0,100,15513,100,23474927114,100,1.16786E+11
0,117,149736976,92,0,100,15,100,0,86,454050698,91,8700,100,0,100,15,100,0,100,0,100,0,100,0,100,0,76,24,100,0,100,11,100,690,24,24,100,0,100,0,200,0,100,8682,100,16598235520,100,1.22544E+11
0,115,84686288,95,0,100,5,100,0,85,340578563,91,8309,100,0,100,5,100,0,100,0,100,0,100,0,100,0,78,22,100,0,100,0,79,42329,22,22,100,0,100,0,200,0,100,8163,100,29804601768,100,22786156018
0,119,220535592,98,0,100,2,100,0,72,19198564,100,299,100,0,100,2,100,0,100,0,100,0,100,0,100,0,78,22,100,0,100,0,100,1489,22,22,100,0,100,0,200,0,100,293,100,9445753012,100,2460115771
1,114,64517600,96,0,100,4,100,0,83,223731409,82,16088,100,0,100,4,99,1,100,0,100,0,100,0,99,1,68,32,100,0,100,2,99,3946,32,32,100,0,100,0,200,0,100,16071,100,21527497548,100,1.89161E+11
1,117,150708208,91,0,100,13,100,0,85,340390866,91,8338,100,0,100,13,100,0,100,0,100,0,100,0,100,0,76,24,100,0,100,0,78,44408,24,24,100,0,100,0,200,0,100,8173,100,29725428008,100,35725455256
1,115,95797248,98,0,100,2,100,0,87,591702807,88,10542,100,0,100,2,100,0,100,0,100,0,100,0,98,2,75,25,100,0,100,0,100,455,25,25,100,16,100,16,200,0,100,10518,100,17577775375,100,1.35734E+11
0,117,135990288,98,0,100,2,100,0,79,88954909,98,2000,100,0,100,2,100,0,100,0,100,0,100,0,100,0,70,30,100,0,100,0,100,1023,30,30,100,0,100,0,200,0,100,1959,100,12806430024,100,843806723
0,116,109349272,91,0,100,16,100,0,88,710391535,81,16924,100,0,100,15,100,0,100,0,100,0,100,0,97,3,77,23,100,0,100,3,54,92956,23,23,100,0,100,0,200,0,100,5.13807E+13,100,15843902752,100,55230757318
0,115,100594024,96,0,100,4,100,0,87,533334369,90,8984,100,0,100,4,100,0,100,0,100,0,100,0,100,0,66,34,100,0,100,0,97,7891,34,34,100,0,100,0,200,0,100,8951,100,16679928945,100,1.89349E+11
0,118,176129176,92,0,100,10,100,0,88,722967446,75,22767,100,0,100,10,100,0,100,0,100,0,100,0,99,1,76,24,100,0,100,4,89,23166,24,24,100,0,100,0,200,0,100,5.30171E+13,100,26667089628,100,1.40842E+11
0,113,56715008,96,0,100,4,100,0,81,163483830,95,4471,100,0,100,4,100,0,100,0,100,0,100,0,100,0,64,36,100,0,100,0,81,39145,36,36,100,0,100,0,200,0,100,4148,100,19895080072,100,1950479811
0,117,118666720,96,0,100,4,100,0,78,72756318,99,1521,100,0,100,4,100,0,100,0,100,0,100,0,100,0,76,24,100,0,100,0,100,1474,24,24,100,0,100,0,200,0,100,1490,100,10938928592,100,1011361806
0,119,201938968,92,0,100,15,100,0,86,455183071,91,8724,100,0,100,15,100,0,100,0,100,0,100,0,100,0,74,26,100,0,100,11,100,690,26,26,100,0,100,0,200,0,100,8706,100,16611200065,100,1.22695E+11
0,117,141204576,95,0,100,5,100,0,79,88943264,98,1999,100,0,100,5,100,0,100,0,100,0,100,0,100,0,73,27,100,0,100,0,98,4750,27,27,100,0,100,0,200,0,100,1949,100,12977812288,100,867173024
0,120,1196688,98,0,100,2,100,0,72,19257382,100,323,100,0,100,2,100,0,100,0,100,0,100,0,100,0,78,22,100,0,100,0,99,2715,22,22,100,0,100,0,200,0,100,313,100,9445857943,100,2476848074
1,113,58545488,92,0,100,17,100,0,88,732164763,75,22673,100,0,100,17,100,0,100,0,93,7,100,17,90,10,79,21,100,0,100,8,83,35409,21,21,100,32,100,32,200,0,100,5.12561E+13,100,26154191972,100,1.6107E+11
0,118,176389568,98,0,100,2,100,0,79,90934585,98,2048,100,0,100,2,100,0,100,0,100,0,100,0,100,0,70,30,100,0,100,0,100,1023,30,30,100,0,100,0,200,0,100,2006,100,12957247720,100,871281457
0,105,7765560,95,0,100,16,100,0,84,248545809,94,6081,100,0,100,5,100,0,100,0,100,0,100,0,100,0,79,21,100,0,100,0,100,1018,21,21,100,0,100,0,200,0,100,6078,100,15220480152,100,5079765814
0,105,7986120,92,0,100,11,100,0,88,769573111,75,22716,100,0,100,11,100,0,100,0,100,0,100,0,98,2,76,24,100,0,100,4,94,13863,24,24,100,0,100,0,200,0,100,2.14744E+14,100,26512654650,100,1.47427E+11
1,117,126177224,97,0,100,3,100,0,87,589948698,88,10858,100,0,100,3,100,0,100,0,100,0,100,0,69,31,72,28,100,0,100,1,98,5414,28,28,100,32,100,32,200,0,100,10811,100,17912767321,100,1.27758E+11
1,114,58728152,95,0,100,5,100,0,64,2855583,100,248,100,0,100,5,99,1,100,0,100,0,100,0,100,0,65,35,100,0,100,0,99,2024,35,35,100,0,100,0,200,9,100,197,100,738364528,100,259244422
1,116,115587152,91,0,100,10,100,0,84,271169225,82,16401,100,0,100,10,100,0,100,0,98,2,100,0,98,2,78,22,100,0,100,1,96,9927,22,22,100,8,100,8,200,0,100,16360,100,21562553260,100,2.02264E+11
0,120,237414112,91,0,100,13,100,0,85,397802617,79,18502,100,0,100,13,100,0,100,0,100,0,100,0,57,43,66,34,100,0,100,5,91,18689,34,34,100,0,100,0,200,0,100,18423,100,24145748696,100,2.06259E+11
0,112,42072216,98,0,100,2,100,0,78,83803013,98,2090,100,0,100,2,100,0,100,0,100,0,100,0,100,0,76,24,100,0,100,0,97,7438,24,24,100,0,100,0,200,0,100,2019,100,12719721592,100,892708721
0,112,46029320,96,0,100,4,100,0,80,111008785,97,2895,100,0,100,4,100,0,100,0,100,0,100,0,100,0,76,24,100,0,100,0,100,619,24,24,100,0,100,0,200,0,100,2893,100,9701162824,100,11486027458
0,117,152851744,94,0,100,6,100,0,87,601559367,77,20793,100,0,100,6,99,1,100,0,100,0,100,0,99,1,79,21,100,0,100,1,98,5507,21,21,100,0,100,0,200,0,100,20760,100,25431921046,100,1.28344E+11
0,117,146658368,91,0,100,8,100,0,84,286550380,81,17237,100,0,100,8,99,1,100,0,100,0,100,1,89,11,71,29,100,0,100,1,94,13257,29,29,100,0,100,0,200,0,100,17183,100,22064441982,100,2.01487E+11
0,104,7176688,93,0,100,7,100,0,85,397573353,80,18100,100,0,100,6,99,1,100,0,100,0,100,1,87,13,67,33,100,0,100,2,100,668,33,33,100,0,100,0,200,0,100,18092,100,22601608098,100,2.1276E+11
0,113,55332280,91,0,100,14,100,0,85,340820050,91,8436,100,0,100,13,100,0,100,0,100,0,100,0,100,0,74,26,100,0,100,0,78,44971,26,26,100,0,100,0,200,0,100,8267,100,29194300952,100,31296473498
0,117,155022288,93,0,100,7,100,0,83,207092563,79,18680,100,0,100,7,100,0,100,0,100,0,100,0,94,6,74,26,100,0,100,3,96,9061,26,26,100,0,100,0,200,0,100,1.30395E+13,100,22925259080,100,56970101381
0,114,66314840,94,0,100,6,100,0,87,571743327,88,10974,100,0,100,6,99,1,100,0,100,0,100,0,98,2,76,24,100,0,100,1,98,4883,24,24,100,0,100,0,200,0,100,10946,100,19222598985,100,1.52732E+11
1,119,202762992,92,0,100,10,100,0,85,339761251,91,8455,100,0,100,10,98,2,100,0,92,8,100,0,100,0,79,21,100,0,100,0,78,44231,21,21,100,8,100,8,200,0,100,8300,100,29548256104,100,2.50464E+11
1,115,87272632,98,0,100,2,100,0,78,75137256,99,1641,100,0,100,2,100,0,100,0,98,2,100,0,100,0,71,29,100,0,100,0,100,1525,29,29,100,16,100,16,200,0,100,1604,100,11176992264,100,712371461
1,117,140112656,91,0,100,10,97,4056,88,773712138,86,12542,100,0,100,10,100,0,100,0,100,0,100,0,100,0,76,24,100,0,100,0,91,19338,24,24,100,0,100,0,200,0,100,12461,100,16187860912,100,57931921155
0,117,143829064,91,0,100,12,100,0,86,405321470,79,18477,100,0,100,12,100,0,100,0,100,0,100,0,94,6,75,25,100,0,100,3,94,12304,25,25,100,0,100,0,200,0,100,18426,100,24340647650,100,1.1061E+11
0,119,204084592,98,0,100,2,100,0,79,84010833,98,2118,100,0,100,2,100,0,100,0,100,0,100,0,100,0,76,24,100,0,100,0,98,4982,24,24,100,0,100,0,200,0,100,2066,100,12359859608,100,864805135
0,117,150377656,96,0,100,4,100,0,80,112008525,97,2919,100,0,100,4,100,0,100,0,100,0,100,0,100,0,76,24,100,0,100,0,100,619,24,24,100,0,100,0,200,0,100,2916,100,9721131742,100,11573519163
0,117,148779512,98,0,100,2,100,0,87,524186864,89,9923,100,0,100,2,100,0,100,0,100,0,100,0,100,0,72,28,100,0,100,0,100,248,28,28,100,0,100,0,200,0,100,9921,100,17112580670,100,1.30107E+11
0,117,135032872,92,0,100,8,100,0,87,488092445,88,11192,100,0,100,8,97,3,100,0,100,0,100,0,91,9,77,23,100,0,100,4,92,16049,23,23,100,0,100,0,200,0,100,11125,100,14986957677,100,68186312040
0,109,21065008,93,0,100,7,100,0,85,400244964,80,18085,100,0,100,7,100,0,100,0,100,0,100,0,86,14,80,20,100,0,100,1,97,7394,20,20,100,0,100,0,200,0,100,18056,100,23894905170,100,2.14446E+11
0,115,98123712,97,0,100,3,100,0,87,498448269,90,8913,100,0,100,3,100,0,100,0,100,0,100,0,100,0,74,26,100,0,100,0,96,9665,26,26,100,0,100,0,200,0,100,8876,100,17369641593,100,1.23701E+11
0,117,156517296,93,0,100,7,100,0,83,208088716,79,18704,100,0,100,7,100,0,100,0,100,0,100,0,94,6,74,26,100,0,100,3,96,9061,26,26,100,0,100,0,200,0,100,9.22473E+13,100,22930042282,100,56996182472
0,114,82397296,98,0,100,13,100,0,84,308184037,93,6465,100,0,100,2,100,0,100,0,100,0,100,0,100,0,67,33,100,0,100,0,96,9713,33,33,100,0,100,0,200,0,100,6406,100,11959758029,100,78110957560
